row_id,partner_id,partner_name,partner_type,click_date,clicks,conversions,revenue,commission_paid,campaign,device_type,region
230,PTR018,WellnessWeekly,Influencer,21-03-2025,1923,142,"$13,205.48",660.27,Back to School 2025,Mobile,DE
231,PTR010,SavvyShopperNet,Loyalty/Cashback,2026-05-11,1484,61,8340.55,667.24,Spring Sale 2025,Desktop,CA
232,PTR012,FoodieFinds,Content Site,01/25/2025,698,80,"$8,452.25",676.18,New Year Refresh 2026,Mobile,AU
233,PTR017,AutoDealsDaily,Affiliate,2025-07-15,5038,0,0.0,0.0,Holiday Gift Guide 2025,Desktop,UK
234,PTR020,EcoLivingToday,Content Site,08-11-2025,2308,280,25055.86,"$1,252.79",Holiday Gift Guide 2025,Desktop,US
235,PTR016,PetLoversHub,Content Site,02/18/2025,3861,205,32337.36,3880.48,Holiday Gift Guide 2025,Mobile,DE
236,PTR020,EcoLivingToday,Content Site,04/17/2026,1227,18,956.92,890.69,Holiday Gift Guide 2025,Mobile,AU
237,PTR002,CouponKing ,Coupon Site,17-11-2025,271,5,131.16,19.67,New Year Refresh 2026,Mobile,UK
238,PTR017,AutoDealsDaily,Affiliate,12/27/2025,127,11,584.24,,Summer Clearance 2025,Desktop,US
239,PTR010,SavvyShopperNet,Loyalty/Cashback,2025-06-18,1435,93,16339.24,3267.85,Holiday Gift Guide 2025,Mobile,DE
240,PTR001,StyleBlog Daily,Content Site,15-03-2025,69,8,1718.96,137.52,New Year Refresh 2026,Desktop,DE
241,PTR014,OutdoorLifeReview,Content Site,2025-12-19,7181,1,$188.77,18.88,New Year Refresh 2026,Mobile,US
242,PTR014,OutdoorLifeReview,Content Site,2025-09-20,395,8,$892.33,89.23,Back to School 2025,Mobile,US
243,PTR011,ParentingPulse,Content Site,2025-03-24,234,12,$626.75,62.68,New Year Refresh 2026,Mobile,US
244,PTR013,BudgetBeautyBlog,Influencer,2025-04-01,1682,45,4938.06,740.71,Summer Clearance 2025,Mobile,CA
245,PTR018,WellnessWeekly,Influencer,2025-04-20,872,65,"$8,326.29",1665.26,Spring Sale 2025,Desktop,AU
246,PTR002,Coupon King,Coupon Site,2025-04-26,2811,309,"$14,754.97",737.75,Summer Clearance 2025,Desktop,US
247,PTR004,InfluenceHer,Influencer,08/31/2025,6219,0,0.0,$0.00,New Year Refresh 2026,Desktop,CA
248,PTR018,WellnessWeekly,Influencer,03/13/2026,954,51,7637.15,916.46,Holiday Gift Guide 2025,,AU
249,PTR001,StyleBlog Daily,Content Site,2025-02-16,3433,368,63246.24,12649.25,Back to School 2025,Desktop,UK
250,PTR007,FitLifeCoach,Influencer,19-03-2025,2833,124,9526.23,1905.25,Spring Sale 2025,Tablet,UK
251,PTR017,AutoDealsDaily,Affiliate,05/07/2025,3477,289,33662.79,"$6,732.56",Summer Clearance 2025,Desktop,US
252,PTR004,InfluenceHer,Influencer,12/28/2025,3394,238,43181.12,2159.06,Black Friday 2025,Mobile,
253,PTR003,TechReviewHub.,Content Site,2026-05-14,2430,66,7013.78,$701.38,Spring Sale 2025,Tablet,UK
254,PTR009,GadgetGuru,Content Site,24-02-2025,2623,172,24042.87,4808.57,Black Friday 2025,Desktop,US
255,PTR002,CouponKing,Coupon Site,22-05-2025,2655,122,17381.39,3476.28,Spring Sale 2025,Mobile,US
256,PTR005,DealSeeker_247,Coupon Site,05-11-2025,3353,274,32152.92,3215.29,Summer Clearance 2025,Mobile,UK
257,PTR002,CouponKing ,Coupon Site,11/12/2025,2995,199,7780.61,622.45,Back to School 2025,Tablet,
258,PTR004,InfluenceHer,Influencer,2025-05-28,3260,267,21408.08,2568.97,Holiday Gift Guide 2025,Mobile,AU
259,PTR015,CampusCoupons,Coupon Site,29-10-2025,2860,215,"$17,491.23",2098.95,Holiday Gift Guide 2025,Mobile,CA
260,PTR007,FitLifeCoach,Influencer,01-03-2025,3018,155,20887.24,"$3,133.09",Holiday Gift Guide 2025,Mobile,CA
261,PTR019,GamerGearReviews,Content Site,10-09-2025,2440,53,6936.19,693.62,New Year Refresh 2026,Tablet,AU
262,PTR017,AutoDealsDaily,Affiliate,06/17/2025,3370,374,7596.51,1139.48,Holiday Gift Guide 2025,Mobile,US
263,PTR008,TravelWithMe,Content Site,03/27/2025,589,57,964.79,48.24,Spring Sale 2025,Tablet,US
264,PTR014,OutdoorLifeReview,Content Site,13-10-2025,1087,60,4965.92,993.18,Back to School 2025,Mobile,US
265,PTR018,WellnessWeekly,Influencer,01/31/2025,574,19,322.71,64.54,Black Friday 2025,Mobile,US
266,PTR001,StyleBlog Daily,Content Site,06/14/2026,2111,67,13342.9,1067.43,Summer Clearance 2025,Mobile,UK
267,PTR001,StyleBlog Daily,Content Site,28-04-2026,211,3,155.07,23.26,Back to School 2025,Tablet,US
268,PTR003,Tech Review Hub,Content Site,08/16/2025,332,42,4079.55,815.91,New Year Refresh 2026,,US
269,PTR010,SavvyShopperNet,Loyalty/Cashback,12/19/2025,1086,76,1723.72,172.37,Black Friday 2025,Mobile,DE
270,PTR012,FoodieFinds,Content Site,25-02-2025,1087,16,"$1,547.88",154.79,New Year Refresh 2026,Desktop,AU
271,PTR010,SavvyShopperNet,Loyalty/Cashback,2025-12-02,2270,90,15824.16,3164.83,Holiday Gift Guide 2025,Desktop,US
272,PTR007,FitLifeCoach,Influencer,27-09-2025,3635,455,86070.25,17214.05,Summer Clearance 2025,Tablet,DE
273,PTR001,StyleBlog Daily,Content Site,14-03-2026,2762,62,6427.69,771.32,Back to School 2025,Desktop,US
274,PTR015,CampusCoupons,Coupon Site,09/24/2025,760,77,16593.09,1327.45,Back to School 2025,,CA
275,PTR020,EcoLivingToday,Content Site,12-02-2026,333,46,4273.49,$427.35,Spring Sale 2025,Tablet,US
276,PTR010,SavvyShopperNet,Loyalty/Cashback,2025-12-06,205,16,1172.77,234.55,New Year Refresh 2026,Desktop,CA
277,PTR010,SavvyShopperNet,Loyalty/Cashback,03/07/2026,1527,87,"$9,697.02",1939.4,Summer Clearance 2025,Desktop,UK
278,PTR008,TravelWithMe,Content Site,21-12-2025,3670,47,9919.45,991.95,Holiday Gift Guide 2025,Tablet,US
279,PTR007,FitLifeCoach,Influencer,06-01-2025,3050,138,2273.52,454.7,Back to School 2025,Desktop,US
280,PTR014,OutdoorLifeReview,Content Site,2026-03-30,360,5,823.26,82.33,Summer Clearance 2025,Mobile,US
281,PTR014,OutdoorLifeReview,Content Site,2026-05-19,1930,105,20037.7,2003.77,New Year Refresh 2026,Desktop,US
282,PTR013,BudgetBeautyBlog,Influencer,19-04-2026,387,24,4385.99,219.3,Black Friday 2025,Desktop,UK
283,PTR005,Deal Seeker 247,Coupon Site,24-06-2026,2656,104,"$20,901.67","$2,508.20",Back to School 2025,Tablet,CA
284,PTR003,Tech Review Hub,Content Site,03/08/2025,1933,129,15872.91,2380.94,Spring Sale 2025,Tablet,AU
285,PTR008,TravelWithMe,Content Site,25-08-2025,111,9,1061.79,$159.27,Black Friday 2025,Mobile,US
286,PTR016,PetLoversHub,Content Site,13-04-2025,2770,234,35524.58,2841.97,Summer Clearance 2025,Desktop,US
287,PTR012,FoodieFinds,Content Site,03/15/2025,3534,196,6068.52,606.85,New Year Refresh 2026,Tablet,DE
288,PTR011,ParentingPulse,Content Site,04/08/2026,3582,164,"$30,255.96","$3,025.60",Summer Clearance 2025,Desktop,DE
289,PTR004,InfluenceHer,Influencer,2025-07-15,1811,57,5650.26,847.54,Summer Clearance 2025,Tablet,US
290,PTR005,DealSeeker247,Coupon Site,2025-04-16,1053,101,15087.31,1206.98,Holiday Gift Guide 2025,Desktop,US
291,PTR006,HomeAndGardenTips,Content Site,02/01/2025,3505,242,"$26,551.97",2124.16,Summer Clearance 2025,Mobile,US
292,PTR006,HomeAndGardenTips,Content Site,2025-07-08,2531,54,9662.24,483.11,Holiday Gift Guide 2025,Tablet,US
293,PTR015,CampusCoupons,Coupon Site,2026-01-07,2150,285,40035.34,3202.83,Summer Clearance 2025,Mobile,DE
294,PTR006,HomeAndGardenTips,Content Site,2025-02-01,3481,178,5123.35,1024.67,Spring Sale 2025,Tablet,DE
295,PTR018,WellnessWeekly,Influencer,2026-03-06,1323,120,22119.53,3317.93,Summer Clearance 2025,Mobile,US
296,PTR019,GamerGearReviews,Content Site,2026-06-19,3079,207,42831.88,3426.55,Summer Clearance 2025,Mobile,US
297,PTR020,EcoLivingToday,Content Site,05/20/2025,1318,111,5707.14,684.86,New Year Refresh 2026,Tablet,US
298,PTR008,TravelWithMe,Content Site,03/27/2025,589,57,964.79,48.24,Spring Sale 2025,Tablet,US
299,PTR013,BudgetBeautyBlog,Influencer,02-06-2025,3658,66,3113.23,373.59,Black Friday 2025,Mobile,CA
300,PTR018,WellnessWeekly,Influencer,2026-01-02,3216,317,38586.6,5787.99,Back to School 2025,Mobile,DE
301,PTR012,FoodieFinds,Content Site,02/08/2025,3595,382,52240.19,2612.01,New Year Refresh 2026,Mobile,US
302,PTR009,GadgetGuru,Content Site,2025-02-17,2808,325,7067.08,706.71,Summer Clearance 2025,Tablet,AU
303,PTR006,HomeAndGardenTips,Content Site,2025-06-21,3316,28,4341.14,347.29,Back to School 2025,Tablet,CA
304,PTR009,GadgetGuru,Content Site,2026-01-13,280,19,2230.85,111.54,Spring Sale 2025,Desktop,CA
305,PTR015,CampusCoupons,Coupon Site,2025-11-15,2960,185,14270.09,2140.51,Black Friday 2025,Desktop,AU
306,PTR007,FitLifeCoach,Influencer,04/26/2026,1799,86,7269.27,1090.39,Back to School 2025,Mobile,US
307,PTR005,DealSeeker247,Coupon Site,06/04/2026,2656,130,"$27,107.85","$4,066.18",New Year Refresh 2026,Desktop,US
308,PTR005,DealSeeker247,Coupon Site,2025-03-03,3251,321,"$23,807.02",1190.35,Black Friday 2025,Tablet,US
309,PTR017,AutoDealsDaily,Affiliate,11/14/2025,591,18,,173.97,Black Friday 2025,Desktop,US
310,PTR006,HomeAndGardenTips,Content Site,2025-12-26,376,26,3480.07,348.01,Holiday Gift Guide 2025,Tablet,AU
311,PTR002,CouponKing ,Coupon Site,12-05-2025,1604,65,7867.72,944.13,Spring Sale 2025,Tablet,CA
312,PTR020,EcoLivingToday,Content Site,06/04/2026,1900,270,6320.61,948.09,Black Friday 2025,Tablet,US
313,PTR020,EcoLivingToday,Content Site,29-03-2026,1419,123,6819.81,681.98,New Year Refresh 2026,Desktop,US
314,PTR013,BudgetBeautyBlog,Influencer,2026-06-11,2698,90,10915.21,"$1,637.28",Summer Clearance 2025,Mobile,US
315,PTR015,CampusCoupons,Coupon Site,04/18/2026,3192,318,58023.14,"$8,703.47",New Year Refresh 2026,Mobile,US
316,PTR019,GamerGearReviews,Content Site,05/19/2025,1698,20,"$3,976.13",$318.09,Back to School 2025,Desktop,UK
317,PTR015,CampusCoupons,Coupon Site,10-03-2026,3065,83,7762.53,621.0,Spring Sale 2025,Tablet,US
318,PTR019,GamerGearReviews,Content Site,26-12-2025,2504,45,2581.07,206.49,Back to School 2025,Tablet,US
319,PTR009,GadgetGuru,Content Site,15-07-2025,2479,372,,49566.44,Black Friday 2025,Desktop,US
320,PTR012,FoodieFinds,Content Site,04/01/2025,3464,180,5602.08,560.21,Summer Clearance 2025,Desktop,AU
321,PTR013,BudgetBeautyBlog,Influencer,12/06/2025,3099,357,11094.73,2218.95,Black Friday 2025,Mobile,US
322,PTR019,GamerGearReviews,Content Site,19-07-2025,2857,99,15440.3,772.01,New Year Refresh 2026,Mobile,AU
323,PTR008,TravelWithMe,Content Site,2026-01-19,824,69,5803.51,$464.28,Spring Sale 2025,Mobile,UK
324,PTR019,GamerGearReviews,Content Site,02/16/2025,3535,114,2272.21,340.83,Spring Sale 2025,Mobile,US
325,PTR015,CampusCoupons,Coupon Site,29-11-2025,3012,185,35514.85,7102.97,Spring Sale 2025,Tablet,US
326,PTR015,CampusCoupons,Coupon Site,05/08/2025,327,37,"$7,091.05",1063.66,New Year Refresh 2026,Mobile,UK
327,PTR009,GadgetGuru,Content Site,26-01-2026,3706,322,49487.46,9897.49,New Year Refresh 2026,Mobile,AU
328,PTR009,GadgetGuru,Content Site,06/07/2025,1471,181,,2695.91,New Year Refresh 2026,Desktop,UK
329,PTR015,CampusCoupons,Coupon Site,21-03-2025,1175,76,2395.4,191.63,Summer Clearance 2025,Tablet,CA
330,PTR007,FitLifeCoach,Influencer,03/17/2026,3642,164,16445.57,$822.28,Back to School 2025,Tablet,US
331,PTR015,CampusCoupons,Coupon Site,2025-05-15,3334,172,13524.41,2704.88,Summer Clearance 2025,Desktop,US
332,PTR012,FoodieFinds,Content Site,12-02-2025,1812,129,23886.22,1910.9,Back to School 2025,Desktop,US
333,PTR014,OutdoorLifeReview,Content Site,06/03/2026,1081,69,14860.77,$743.04,Holiday Gift Guide 2025,Tablet,
334,PTR015,CampusCoupons,Coupon Site,12/25/2025,3365,61,3330.09,$333.01,Back to School 2025,Desktop,UK
335,PTR018,WellnessWeekly,Influencer,2026-01-26,806,78,13862.08,1663.45,Back to School 2025,Mobile,DE
336,PTR017,AutoDealsDaily,Affiliate,2025-07-23,1536,136,"$16,826.26",841.31,Spring Sale 2025,Mobile,US
337,PTR012,FoodieFinds,Content Site,04/01/2025,3464,180,5602.08,560.21,Summer Clearance 2025,Desktop,AU
338,PTR016,PetLoversHub,Content Site,04/19/2025,3940,408,18916.18,1513.29,Holiday Gift Guide 2025,Tablet,US
339,PTR010,SavvyShopperNet,Loyalty/Cashback,05-10-2025,2863,63,11578.11,578.91,Black Friday 2025,Desktop,US
340,PTR005,DealSeeker_247,Coupon Site,10/14/2025,868,81,12541.29,1254.13,Summer Clearance 2025,Desktop,US
341,PTR005,DealSeeker247,Coupon Site,04/26/2026,2476,63,8518.87,1703.77,Holiday Gift Guide 2025,Tablet,AU
342,PTR008,TravelWithMe,Content Site,2026-03-03,2726,158,33250.75,"$4,987.61",Black Friday 2025,Desktop,US
343,PTR017,AutoDealsDaily,Affiliate,2026-06-24,1930,168,"$12,585.58",1887.84,Black Friday 2025,Mobile,UK
344,PTR011,ParentingPulse,Content Site,08-02-2026,3851,297,"$57,777.05",2888.85,Spring Sale 2025,Desktop,US
345,PTR020,EcoLivingToday,Content Site,2025-04-05,3849,298,41086.43,2054.32,Holiday Gift Guide 2025,Mobile,UK
346,PTR005,Deal Seeker 247,Coupon Site,2025-08-22,2967,187,32935.34,3952.24,Spring Sale 2025,Desktop,US
347,PTR017,AutoDealsDaily,Affiliate,11-02-2025,293,3,364.48,18.22,Summer Clearance 2025,Mobile,DE
348,PTR013,BudgetBeautyBlog,Influencer,2025-12-03,2749,469,94762.31,4738.12,Back to School 2025,Tablet,
349,PTR008,TravelWithMe,Content Site,03-04-2026,3893,117,9872.43,1480.86,Black Friday 2025,,US
350,PTR018,WellnessWeekly,Influencer,12/18/2025,2976,288,"$13,392.82",1071.43,Back to School 2025,Tablet,US
351,PTR018,WellnessWeekly,Influencer,2025-08-21,1814,65,1115.66,$167.35,Back to School 2025,,CA
352,PTR005,Deal Seeker 247,Coupon Site,22-11-2025,3228,320,47311.85,4731.19,Back to School 2025,Tablet,AU
353,PTR012,FoodieFinds,Content Site,29-01-2025,2731,101,15616.48,1561.65,Spring Sale 2025,Mobile,CA
354,PTR002,Coupon King,Coupon Site,02/09/2026,3052,47,9842.6,1968.52,Black Friday 2025,Desktop,UK
355,PTR011,ParentingPulse,Content Site,08/06/2025,1938,138,9206.52,1104.78,Spring Sale 2025,Mobile,US
356,PTR015,CampusCoupons,Coupon Site,2025-03-11,2251,186,"$20,741.14",2074.11,Holiday Gift Guide 2025,Mobile,CA
357,PTR019,GamerGearReviews,Content Site,2025-05-31,686,29,3998.18,599.73,Summer Clearance 2025,Mobile,US
358,PTR003,Tech Review Hub,Content Site,2026-05-30,1192,30,5156.44,618.77,Summer Clearance 2025,Desktop,US
359,PTR003,TechReviewHub,Content Site,26-11-2025,612,27,3440.15,344.02,Holiday Gift Guide 2025,Desktop,US
360,PTR015,CampusCoupons,Coupon Site,06/09/2026,2355,193,34476.7,3447.67,Holiday Gift Guide 2025,Tablet,US
361,PTR013,BudgetBeautyBlog,Influencer,25-03-2026,1723,183,"$16,952.40","$2,542.86",New Year Refresh 2026,Tablet,US
362,PTR011,ParentingPulse,Content Site,05/07/2025,456,25,1852.39,370.48,Spring Sale 2025,Desktop,US
363,PTR008,TravelWithMe,Content Site,2025-03-14,3815,447,"$82,952.44",9954.29,Holiday Gift Guide 2025,Desktop,US
364,PTR016,PetLoversHub,Content Site,09-06-2025,1891,109,19153.23,,Back to School 2025,Tablet,US
365,PTR009,GadgetGuru,Content Site,02-07-2025,3947,61,5237.82,523.78,Holiday Gift Guide 2025,Desktop,UK
366,PTR015,CampusCoupons,Coupon Site,05/26/2026,6221,1,213.17,17.05,Back to School 2025,Mobile,US
367,PTR016,PetLoversHub,Content Site,06/20/2025,649,14,2284.37,182.75,Spring Sale 2025,Mobile,US
368,PTR010,SavvyShopperNet,Loyalty/Cashback,28-03-2025,553,12,1098.33,87.87,Summer Clearance 2025,Tablet,DE
369,PTR018,WellnessWeekly,Influencer,18-08-2025,2655,123,"$21,987.29",2198.73,Black Friday 2025,Desktop,US
370,PTR018,WellnessWeekly,Influencer,20-06-2025,1551,35,5401.33,270.07,Back to School 2025,Mobile,US
371,PTR017,AutoDealsDaily,Affiliate,18-03-2025,2968,82,17849.47,"$1,784.95",Summer Clearance 2025,Mobile,US
372,PTR016,PetLoversHub,Content Site,06/27/2026,3145,73,4804.18,384.33,Holiday Gift Guide 2025,Mobile,US
373,PTR020,EcoLivingToday,Content Site,2026-05-07,4399,0,0.0,0.0,Black Friday 2025,Desktop,US
374,PTR012,FoodieFinds,Content Site,2026-06-09,2010,81,11183.66,559.18,Summer Clearance 2025,Tablet,US
375,PTR017,AutoDealsDaily,Affiliate,07/13/2025,684,20,4267.5,853.5,Black Friday 2025,Tablet,US
376,PTR017,AutoDealsDaily,Affiliate,01/11/2026,1292,29,4808.59,577.03,Back to School 2025,Desktop,UK
377,PTR012,FoodieFinds,Content Site,27-02-2026,1768,59,7484.35,898.12,Black Friday 2025,Desktop,US
378,PTR003,TechReviewHub.,Content Site,09/15/2025,3989,227,43784.32,5254.12,Summer Clearance 2025,Tablet,US
379,PTR013,BudgetBeautyBlog,Influencer,08/25/2025,2087,35,6744.09,1011.61,Black Friday 2025,Tablet,AU
380,PTR004,InfluenceHer,Influencer,06/03/2026,1494,63,9445.13,755.61,Holiday Gift Guide 2025,Tablet,US
381,PTR006,HomeAndGardenTips,Content Site,09/17/2025,1917,33,7227.85,867.34,Summer Clearance 2025,Desktop,US
382,PTR019,GamerGearReviews,Content Site,15-04-2025,770,14,2134.91,256.19,Black Friday 2025,Tablet,US
383,PTR015,CampusCoupons,Coupon Site,2025-03-19,3094,396,85491.71,12823.76,Back to School 2025,Mobile,DE
384,PTR004,InfluenceHer,Influencer,07/30/2025,648,71,"$8,319.08",415.95,Summer Clearance 2025,Desktop,US
385,PTR011,ParentingPulse,Content Site,2025-01-15,3677,131,5015.91,1003.18,Summer Clearance 2025,Desktop,US
386,PTR004,InfluenceHer,Influencer,02/08/2026,3260,201,8959.54,1343.93,Spring Sale 2025,Mobile,US
387,PTR020,EcoLivingToday,Content Site,03-09-2025,653,6,366.38,18.32,Summer Clearance 2025,Tablet,UK
388,PTR018,WellnessWeekly,Influencer,2025-08-23,3995,209,5267.95,,Spring Sale 2025,Mobile,US
389,PTR018,WellnessWeekly,Influencer,02/04/2026,2492,49,2922.88,"$8,351.47",New Year Refresh 2026,Tablet,US
390,PTR001,StyleBlog Daily,Content Site,12/12/2025,1278,97,3408.05,272.64,Back to School 2025,Desktop,US
391,PTR018,WellnessWeekly,Influencer,14-03-2025,3370,115,16582.37,1989.88,Spring Sale 2025,Tablet,DE
392,PTR016,PetLoversHub,Content Site,2026-03-18,809,79,2144.8,107.24,Back to School 2025,Mobile,US
393,PTR002,Coupon King,Coupon Site,31-03-2026,4639,0,0.0,0.0,New Year Refresh 2026,Tablet,AU
394,PTR010,SavvyShopperNet,Loyalty/Cashback,03-06-2026,1331,24,2308.56,346.28,Summer Clearance 2025,Mobile,US
395,PTR007,FitLifeCoach,Influencer,06/24/2026,3344,188,"$39,791.34",4774.96,New Year Refresh 2026,Desktop,AU
396,PTR003,TechReviewHub,Content Site,15-04-2026,2311,29,2011.62,201.16,Back to School 2025,Desktop,AU
397,PTR019,GamerGearReviews,Content Site,01/27/2026,2406,22,3407.51,170.38,Summer Clearance 2025,Tablet,UK
398,PTR009,GadgetGuru,Content Site,06/17/2026,3761,407,49704.96,"$5,964.60",Holiday Gift Guide 2025,Mobile,CA
399,PTR014,OutdoorLifeReview,Content Site,2025-01-30,3810,527,31713.32,3171.33,Summer Clearance 2025,Tablet,UK
400,PTR019,GamerGearReviews,Content Site,01/25/2025,1904,183,32376.55,3237.66,Spring Sale 2025,Tablet,US
401,PTR008,TravelWithMe,Content Site,01/03/2025,1459,134,16348.93,"$3,269.79",Summer Clearance 2025,Desktop,CA
402,PTR010,SavvyShopperNet,Loyalty/Cashback,2026-04-09,570,61,4652.91,930.58,New Year Refresh 2026,Tablet,US
403,PTR004,InfluenceHer,Influencer,22-01-2025,567,33,6827.81,682.78,New Year Refresh 2026,Desktop,US
404,PTR006,HomeAndGardenTips,Content Site,2026-05-30,1850,43,"$7,255.51",$580.44,New Year Refresh 2026,Desktop,DE
405,PTR020,EcoLivingToday,Content Site,24-06-2025,266,5,894.15,71.53,Back to School 2025,Desktop,AU
406,PTR006,HomeAndGardenTips,Content Site,20-09-2025,2467,58,1199.4,119.94,New Year Refresh 2026,Desktop,DE
407,PTR005,DealSeeker247,Coupon Site,27-02-2025,2839,103,2485.16,372.77,Spring Sale 2025,,DE
408,PTR003,TechReviewHub.,Content Site,06-01-2026,1973,234,26345.67,5269.13,New Year Refresh 2026,Tablet,US
409,PTR016,PetLoversHub,Content Site,12/23/2025,404,28,2143.52,428.7,Spring Sale 2025,Tablet,US
410,PTR016,PetLoversHub,Content Site,2025-04-29,966,22,3353.89,670.78,New Year Refresh 2026,Tablet,DE
411,PTR018,WellnessWeekly,Influencer,2025-09-27,1108,74,8676.34,$694.11,Black Friday 2025,Desktop,US
412,PTR017,AutoDealsDaily,Affiliate,2026-02-03,454,27,2309.71,,New Year Refresh 2026,Mobile,AU
413,PTR005,DealSeeker_247,Coupon Site,03-01-2025,3078,0,0.0,0.0,Spring Sale 2025,Tablet,DE
414,PTR010,SavvyShopperNet,Loyalty/Cashback,2026-03-27,2590,132,2783.29,222.66,New Year Refresh 2026,Desktop,AU
415,PTR004,InfluenceHer,Influencer,20-06-2026,278,21,449.63,$22.48,Holiday Gift Guide 2025,Mobile,UK
416,PTR004,InfluenceHer,Influencer,2026-02-09,2209,130,"$9,860.35",788.83,Holiday Gift Guide 2025,Mobile,US
417,PTR001,StyleBlog Daily,Content Site,07/03/2025,2481,74,2571.38,128.57,Summer Clearance 2025,Desktop,US
418,PTR016,PetLoversHub,Content Site,02/17/2025,1730,113,,"$1,231.16",New Year Refresh 2026,Mobile,US
419,PTR011,ParentingPulse,Content Site,29-06-2025,3124,189,21515.14,2151.51,Holiday Gift Guide 2025,Desktop,US
420,PTR017,AutoDealsDaily,Affiliate,2025-02-02,2044,103,13131.79,"$1,575.81",Black Friday 2025,Mobile,US
421,PTR020,EcoLivingToday,Content Site,2025-04-09,1954,204,25284.4,1264.22,Holiday Gift Guide 2025,Tablet,CA
422,PTR007,FitLifeCoach,Influencer,10/08/2025,3378,257,39742.67,3179.41,Black Friday 2025,Mobile,US
423,PTR011,ParentingPulse,Content Site,31-01-2025,1124,48,6161.89,739.43,Holiday Gift Guide 2025,Mobile,DE
424,PTR009,GadgetGuru,Content Site,02/18/2025,410,8,901.52,180.3,Back to School 2025,Desktop,US
425,PTR007,FitLifeCoach,Influencer,05/22/2025,982,98,16583.25,3316.65,Back to School 2025,Desktop,AU
426,PTR020,EcoLivingToday,Content Site,11/29/2025,55,1,199.73,15.98,Black Friday 2025,Tablet,CA
427,PTR008,TravelWithMe,Content Site,2025-11-01,2198,258,23868.08,2386.81,Summer Clearance 2025,Mobile,US
428,PTR012,FoodieFinds,Content Site,07/11/2025,187,8,560.44,28.02,New Year Refresh 2026,Mobile,UK
429,PTR010,SavvyShopperNet,Loyalty/Cashback,2025-04-12,3306,33,6803.34,340.17,Black Friday 2025,Tablet,UK
430,PTR011,ParentingPulse,Content Site,08-03-2026,2513,148,7135.06,570.8,Back to School 2025,Tablet,US
431,PTR013,BudgetBeautyBlog,Influencer,04/26/2025,699,35,2547.02,127.35,Spring Sale 2025,Desktop,UK
432,PTR004,InfluenceHer,Influencer,06/07/2026,1696,149,"$9,974.50",997.45,New Year Refresh 2026,Mobile,US
433,PTR012,FoodieFinds,Content Site,02-05-2026,1511,27,3758.18,751.64,New Year Refresh 2026,Tablet,US
434,PTR008,TravelWithMe,Content Site,04/18/2025,2120,183,6421.01,1284.2,Spring Sale 2025,Mobile,DE
435,PTR017,AutoDealsDaily,Affiliate,03/02/2026,2879,240,11111.88,555.59,Holiday Gift Guide 2025,Mobile,AU
436,PTR017,AutoDealsDaily,Affiliate,06/20/2026,1837,74,14094.8,"$1,691.38",Summer Clearance 2025,Mobile,DE
437,PTR008,TravelWithMe,Content Site,05/01/2025,1230,24,3465.39,415.85,Holiday Gift Guide 2025,Tablet,US
438,PTR001,StyleBlog Daily,Content Site,25-06-2025,1959,123,"$20,611.18",4122.24,New Year Refresh 2026,Tablet,US
439,PTR018,WellnessWeekly,Influencer,01/31/2026,1037,119,23088.66,2308.87,Back to School 2025,Desktop,CA
440,PTR014,OutdoorLifeReview,Content Site,10/17/2025,2515,286,"$29,839.51",2387.16,Holiday Gift Guide 2025,Mobile,US
441,PTR006,HomeAndGardenTips,Content Site,15-05-2026,1609,226,10765.42,538.27,New Year Refresh 2026,Desktop,US
442,PTR017,AutoDealsDaily,Affiliate,05/20/2025,2044,339,53584.31,44379.66,Black Friday 2025,Tablet,US
443,PTR004,InfluenceHer,Influencer,02-01-2026,1883,64,11357.1,1703.57,Summer Clearance 2025,Tablet,US
444,PTR008,TravelWithMe,Content Site,2025-07-31,418,28,5426.5,434.12,Summer Clearance 2025,Desktop,DE
445,PTR007,FitLifeCoach,Influencer,2025-06-29,2414,31,4086.74,326.94,New Year Refresh 2026,Mobile,
446,PTR012,FoodieFinds,Content Site,06-03-2025,1634,66,4623.3,462.33,Black Friday 2025,Tablet,CA
447,PTR001,StyleBlog Daily,Content Site,06-01-2026,3511,442,20004.53,2400.54,Spring Sale 2025,Mobile,CA
448,PTR007,FitLifeCoach,Influencer,05/03/2026,1684,64,12534.04,1253.4,Summer Clearance 2025,Mobile,AU
449,PTR003,TechReviewHub,Content Site,2026-05-13,3120,86,17982.94,1438.64,Holiday Gift Guide 2025,Mobile,DE
450,PTR014,OutdoorLifeReview,Content Site,2025-06-23,2521,91,6924.64,346.23,Back to School 2025,Desktop,DE
451,PTR013,BudgetBeautyBlog,Influencer,28-06-2025,2336,82,6053.02,726.36,Black Friday 2025,Desktop,US
452,PTR012,FoodieFinds,Content Site,21-04-2025,962,108,8882.06,1332.31,Black Friday 2025,Tablet,UK
453,PTR003,TechReviewHub.,Content Site,19-10-2025,3403,213,"$38,804.46",3104.36,Black Friday 2025,Desktop,AU
454,PTR013,BudgetBeautyBlog,Influencer,2026-05-03,4403,0,0.0,0.0,Spring Sale 2025,Tablet,US
455,PTR019,GamerGearReviews,Content Site,2025-02-02,634,80,14305.99,2145.9,Summer Clearance 2025,Desktop,DE
456,PTR020,EcoLivingToday,Content Site,23-07-2025,2363,242,"$17,749.44",1774.94,Black Friday 2025,Tablet,US
